,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
124,4.49,35804,3.67,0.83,1522.710843,43454,494.6959,488.3959,35050.47911,42312.08419,1528.056497,0.182811218,39435.3022,1.034919667,40756.54974,465.7684169,17.4016354,6.95E-12,4.28E-08,0.95640412
125,4.99,35804,4.12,0.87,1423.378161,43055,494.6959,487.2959,35050.47911,41935.20367,1428.547057,0.174149381,39189.38506,1.032743486,40474.69766,462.5473936,16.26645525,6.84E-12,4.25E-08,0.959243152
126,5.49,35804,4.58,0.91,1347.837363,42701,494.6959,486.0959,35050.47911,41600.65851,1352.848111,0.167168049,38971.64472,1.030948062,40240.52853,459.871294,15.40317025,6.79E-12,4.23E-08,0.961402864
127,5.99,35804,5.03,0.95,1278.805263,42380,494.6959,484.8959,35050.47911,41297.16142,1283.665218,0.16018038,38777.17219,1.029409078,40023.71895,457.3935805,14.61426707,6.78E-12,4.23E-08,0.963376671
128,6.49,35804,5.49,1,1233.18,42087,494.6959,483.6959,35050.47911,41020.02257,1237.932955,0.153995615,38601.08367,1.027716959,39847.12305,455.3754314,14.09285869,6.84E-12,4.29E-08,0.964681426
129,6.99,35804,5.95,1.03,1175.905825,41817,494.6959,482.3959,35050.47911,40764.54135,1180.513555,0.148697932,38440.957,1.02670044,39655.50406,453.1855975,13.43832582,6.84E-12,4.27E-08,0.966319617
130,7.49,35804,6.42,1.07,1148.419626,41567,494.6959,481.0959,35050.47911,40527.90135,1152.959048,0.143358831,38294.14136,1.025248996,39523.24126,451.6740899,13.1242118,6.88E-12,4.30E-08,0.967105755
131,7.99,35804,6.89,1.09,1103.273394,41335,494.6959,479.6959,35050.47911,40308.2277,1107.686426,0.137131941,38158.55638,1.024205499,39343.70365,449.6223229,12.60827783,6.83E-12,4.27E-08,0.968397396
132,8.49,35804,7.36,1.14,1080.17193,41116,494.6959,478.2959,35050.47911,40100.79994,1084.520792,0.134423151,38033.58817,1.023373645,39230.85352,448.3326644,12.34427283,7.01E-12,4.35E-08,0.969058318
133,8.99,35804,7.83,1.15,1052.338261,40911,494.6959,476.7959,35050.47911,39906.57654,1056.607979,0.129048002,37916.34155,1.022369123,39096.29879,446.7949645,12.02618791,6.93E-12,4.30E-08,0.969854678
134,9.49,35804,8.31,1.18,1026.411864,40718,494.6959,475.2959,35050.47911,39723.6729,1030.604359,0.124535778,37807.37286,1.021489046,38964.53477,445.289157,11.72989942,6.99E-12,4.33E-08,0.970596569
135,9.98,35804,8.79,1.18,1004.640678,40535,494.6959,473.6959,35050.47911,39550.20185,1008.766462,0.120926171,37705.54811,1.020870339,38850.63172,443.9874658,11.48109693,6.91E-12,4.26E-08,0.97121961
136,10.5,35804,9.27,1.22,989.6327869,40361,494.6959,472.1959,35050.47911,39385.22214,993.7112011,0.116382294,37608.86627,1.019937425,38740.95897,442.7341187,11.30958581,7.05E-12,4.34E-08,0.971649141
137,11,35804,9.75,1.23,977.4845528,40196,494.6959,470.4959,35050.47911,39228.73981,981.5256018,0.113652902,37518.45957,1.019383971,38651.93121,441.7167038,11.17075502,7.05E-12,4.32E-08,0.971996799
138,11.5,35804,10.2,1.26,959.6063492,40039,494.6959,468.8959,35050.47911,39079.8119,963.5905238,0.109080957,37432.64993,1.018542457,38538.10735,440.4159175,10.96644179,7.15E-12,4.37E-08,0.972508492
139,12,35804,10.7,1.26,947.7611111,39889,494.6959,467.1959,35050.47911,38937.49435,951.7062064,0.105421879,37351.96538,1.017925201,38443.53099,439.335093,10.83107366,7.10E-12,4.33E-08,0.972847555
140,12.5,35804,11.2,1.26,937.7095238,39746,494.6959,465.4959,35050.47911,38801.79123,941.6209605,0.102663499,37273.9775,1.017415243,38357.54023,438.3523852,10.71620349,7.07E-12,4.29E-08,0.97313529
141,13,35804,11.7,1.28,925.2320313,39609,494.6959,463.6959,35050.47911,38671.75716,929.1007084,0.098069022,37201.7859,1.016762804,38258.10145,437.2159925,10.57360992,7.15E-12,4.33E-08,0.973492496
142,13.5,35804,12.2,1.28,918.625,39477,494.6959,461.8959,35050.47911,38546.44589,922.4702376,0.095289003,37132.56067,1.016216788,38177.74807,436.297709,10.49810435,7.13E-12,4.31E-08,0.973681665
143,14,35804,12.7,1.29,914.1364341,39351,494.6959,460.0959,35050.47911,38426.80956,917.9660566,0.092519232,37066.72476,1.015786647,38109.52893,435.5180964,10.44680873,7.18E-12,4.32E-08,0.973810171
144,14.5,35804,13.2,1.3,907.3876923,39231,494.6959,458.1959,35050.47911,38312.85109,911.1918552,0.089725948,37004.96833,1.015285933,38027.51654,434.5808536,10.36968369,7.23E-12,4.34E-08,0.974003441
145,15,35804,13.7,1.3,904.9584615,39114,494.6959,456.2959,35050.47911,38201.72362,908.7519068,0.086008406,36944.48013,1.014706214,37954.39446,433.7452099,10.34192228,7.23E-12,4.33E-08,0.974073053
146,15.5,35804,14.2,1.31,902.3030534,39002,494.6959,454.3959,35050.47911,38095.32857,906.0851133,0.084136361,36886.60044,1.014342834,37890.50458,433.0150724,10.31157611,7.30E-12,4.36E-08,0.974149138
147,4.49,35806,3.54,0.95,1349.174737,45020,514.6959,508.5959,35052.38752,43789.31356,1354.037039,0.21096116,40381.45339,1.042798463,41733.98148,476.9385684,15.41845385,6.73E-12,4.28E-08,0.961371047
148,4.99,35806,3.98,1.01,1267.069307,44581,514.6959,507.4959,35052.38752,43375.51263,1271.773864,0.203318688,40098.64093,1.040257238,41458.03506,473.7850353,14.48014783,6.67E-12,4.28E-08,0.96371791
149,5.49,35806,4.42,1.06,1179.949057,44189,514.6959,506.3959,35052.38752,43005.80744,1184.459381,0.195635538,39848.72812,1.038252982,41157.64369,470.3521439,13.48453212,6.63E-12,4.26E-08,0.966208881
150,5.99,35806,4.86,1.13,1125.830088,43833,514.6959,505.1959,35052.38752,42669.88575,1130.217182,0.188776462,39624.15262,1.036090227,40947.14606,467.9465637,12.86605715,6.70E-12,4.32E-08,0.967756342
151,6.49,35806,5.31,1.18,1078.697458,43506,514.6959,503.9959,35052.38752,42361.18652,1082.965076,0.18273066,39420.00462,1.034273471,40744.37638,465.629299,12.32742247,6.70E-12,4.33E-08,0.969104385
152,6.99,35806,5.76,1.22,1027.67623,43204,514.6959,502.7959,35052.38752,42075.96725,1031.807921,0.17666502,39233.87731,1.03271266,40531.97889,463.202007,11.74434866,6.68E-12,4.31E-08,0.970563833
153,7.49,35806,6.22,1.28,991.8171875,42921,514.6959,501.3959,35052.38752,41808.58674,995.8489785,0.169739717,39062.114,1.03106746,40353.19638,461.1588693,11.33454927,6.76E-12,4.37E-08,0.971589696
154,7.99,35806,6.67,1.33,961.5639098,42658,514.6959,500.0959,35052.38752,41560.01078,965.5081541,0.165366632,38903.57459,1.029873854,40200.64791,459.4155358,10.98881291,6.83E-12,4.40E-08,0.972455281
155,8.49,35806,7.14,1.36,923.7367647,42411,514.6959,498.6959,35052.38752,41326.47685,927.5664867,0.159249117,38757.30746,1.028681238,40014.70629,457.2905832,10.55652192,6.81E-12,4.37E-08,0.973537709
156,8.99,35806,7.6,1.39,905.7107914,42177,514.6959,497.1959,35052.38752,41105.16223,909.4865703,0.154837624,38619.99756,1.027444564,39892.00627,455.8883597,10.35051996,6.79E-12,4.36E-08,0.974053506
157,9.49,35806,8.07,1.42,878.7014085,41955,514.6959,495.7959,35052.38752,40895.13231,882.3915598,0.149560688,38491.71221,1.026480754,39737.67019,454.1245973,10.04185503,6.80E-12,4.35E-08,0.974826492
158,9.98,35806,8.53,1.45,852.4896552,41745,514.6959,494.1959,35052.38752,40696.39724,856.0948065,0.146879693,38371.31254,1.025841991,39598.1502,452.530154,9.742305461,6.85E-12,4.36E-08,0.975576705
159,10.5,35806,9.01,1.49,840.9395973,41545,514.6959,492.6959,35052.38752,40507.07319,844.5079393,0.141565248,38257.48946,1.024690582,39490.44495,451.2992917,9.610310673,6.91E-12,4.39E-08,0.975907263
160,11,35806,9.48,1.5,820.6686667,41354,514.6959,491.0959,35052.38752,40326.22082,824.168065,0.137102078,38149.69993,1.023861596,39350.71174,449.7024117,9.378653201,6.87E-12,4.35E-08,0.976487534
161,11.5,35806,9.96,1.52,804.4092105,41172,514.6959,489.4959,35052.38752,40153.84669,807.8541151,0.133533158,38048.0166,1.023217982,39240.59897,448.4440361,9.192839112,6.88E-12,4.35E-08,0.97695295
162,12,35806,10.4,1.55,796.2541935,40997,514.6959,487.7959,35052.38752,39988.0622,799.6702443,0.12903858,37951.99589,1.022249071,39135.02314,447.2375088,9.099643064,6.94E-12,4.37E-08,0.977186426
163,12.5,35806,10.9,1.57,783.6490446,40830,514.6959,486.0959,35052.38752,39829.81971,787.0219429,0.126339861,37861.46693,1.021742575,39038.35252,446.1327509,8.955590628,6.98E-12,4.38E-08,0.977547266
164,13,35806,11.4,1.58,771.0670886,40670,514.6959,484.3959,35052.38752,39678.17647,774.3948603,0.122732208,37775.5431,1.021150356,38928.68393,444.8794513,8.811803243,6.98E-12,4.36E-08,0.9779075
165,13.5,35806,11.9,1.6,763.40875,40516,514.6959,482.5959,35052.38752,39532.18872,766.7097049,0.119117029,37691.35246,1.020489716,38839.54381,443.8607524,8.724283267,7.02E-12,4.38E-08,0.978126748
166,14,35806,12.4,1.62,754.217284,40367,514.6959,480.7959,35052.38752,39390.91175,757.4849633,0.115471073,37614.8965,1.019759841,38737.89334,442.6990844,8.619242614,7.08E-12,4.40E-08,0.978389918
167,14.5,35806,12.9,1.62,747.6493827,40225,514.6959,478.9959,35052.38752,39256.24531,750.8927053,0.112731543,37539.25107,1.019212168,38651.71699,441.7142556,8.544184226,7.06E-12,4.37E-08,0.978577987
168,15,35806,13.4,1.63,741.0711656,40088,514.6959,477.0959,35052.38752,39126.296,744.2900567,0.108178304,37467.43993,1.01850691,38560.89714,440.6763607,8.469007947,7.07E-12,4.37E-08,0.978766352
169,15.5,35806,13.8,1.64,734.8432927,39955,514.6959,475.1959,35052.38752,39000.11765,738.0380865,0.106334714,37397.10968,1.01813061,38477.90187,439.7278855,8.397835422,7.12E-12,4.38E-08,0.978944713
170,4.49,35808,3.42,1.06,1238.207547,46627,534.6959,528.7959,35054.29591,45301.99339,1242.726945,0.239223945,41345.94648,1.050686373,42773.89824,488.8228026,14.15031382,6.50E-12,4.25E-08,0.964548512
171,4.99,35808,3.84,1.14,1153.575439,46151,534.6959,527.6959,35054.29591,44854.27072,1157.925602,0.230125425,41028.81129,1.047649042,42449.10629,485.1110597,13.18313275,6.49E-12,4.29E-08,0.966967655
172,5.49,35808,4.27,1.21,1079.608264,45723,534.6959,526.6959,35054.29591,44451.45292,1083.78704,0.222556433,40744.86862,1.045040748,42140.45982,481.5838284,12.33783123,6.48E-12,4.30E-08,0.969082619
173,5.99,35808,4.7,1.3,1025.703846,45333,534.6959,525.4959,35054.29591,44084.1981,1029.755608,0.215816865,40489.62675,1.042581279,41900.58987,478.8425796,11.72180814,6.58E-12,4.38E-08,0.970623983
174,6.49,35808,5.14,1.36,974.8014706,44973,534.6959,524.2959,35054.29591,43745.02307,978.7194316,0.209086774,40257.94844,1.040574719,41665.96333,476.1612527,11.14009259,6.58E-12,4.38E-08,0.9720799
175,6.99,35808,5.58,1.41,925.0304965,44639,534.6959,523.0959,35054.29591,43430.19736,928.8122992,0.202313417,40045.14458,1.038699768,41430.55089,473.4709445,10.57130676,6.54E-12,4.36E-08,0.97350361
176,7.49,35808,6.02,1.47,887.5687075,44326,534.6959,521.7959,35054.29591,43135.03779,891.2410711,0.196374439,39849.08552,1.037090582,41232.59122,471.2086489,10.14319108,6.57E-12,4.37E-08,0.974575411
177,7.99,35808,6.47,1.52,856.0947368,44033,534.6959,520.4959,35054.29591,42858.62562,859.6717407,0.191231171,39667.29597,1.035584311,41048.67473,469.1068396,9.783504561,6.58E-12,4.37E-08,0.975475995
178,8.49,35808,6.91,1.57,828.2726115,43757,534.6959,519.0959,35054.29591,42598.15127,831.7628656,0.186931627,39498.34587,1.034333057,40882.45741,467.2072977,9.465551561,6.62E-12,4.38E-08,0.976272156
179,8.99,35808,7.37,1.61,795.752795,43494,534.6959,517.6959,35054.29591,42349.85552,799.1386242,0.180915426,39340.9118,1.032991654,40689.06815,464.997233,9.093913051,6.61E-12,4.37E-08,0.977202833
180,9.48,35808,7.82,1.66,774.9608434,43245,534.6959,516.1959,35054.29591,42114.69589,778.2782993,0.176605266,39192.81939,1.031923549,40543.70432,463.336006,8.856301318,6.67E-12,4.39E-08,0.97779792
181,9.98,35808,8.28,1.69,750.9065089,43008,534.6959,514.6959,35054.29591,41890.79586,754.1424531,0.169683354,39054.44583,1.030514496,40363.30932,461.2744407,8.581406868,6.64E-12,4.37E-08,0.978486447
182,10.5,35808,8.74,1.74,734.8896552,42782,534.6959,513.1959,35054.29591,41677.22109,738.0708865,0.166185041,38922.1346,1.029571819,40235.34683,459.8120772,8.398365256,6.72E-12,4.40E-08,0.978944923
183,11,35808,9.21,1.77,714.0045198,42566,534.6959,511.5959,35054.29591,41473.03559,717.1126509,0.161818775,38797.9635,1.028706163,40082.99085,458.0709434,8.159688613,6.73E-12,4.39E-08,0.979542803
184,11.5,35808,9.68,1.81,703.420442,42358,534.6959,509.9959,35054.29591,41276.35617,706.4919815,0.157431441,38680.47637,1.027614354,39970.86205,456.7895285,8.038733106,6.78E-12,4.41E-08,0.97984578
185,12,35808,10.2,1.84,688.2027174,42160,534.6959,508.3959,35054.29591,41089.08109,691.2196082,0.153923955,38569.78993,1.026970091,39844.33105,455.3435242,7.864823991,6.82E-12,4.42E-08,0.980281458
186,12.5,35808,10.6,1.86,679.211828,41970,534.6959,506.6959,35054.29591,40909.32551,682.1961795,0.149514705,38463.60067,1.026001498,39734.05539,454.0832871,7.76207554,6.81E-12,4.40E-08,0.980538871
187,13,35808,11.1,1.9,667.4673684,41786,534.6959,504.9959,35054.29591,40735.20234,670.4091996,0.145981671,38362.71892,1.025337227,39621.56553,452.7977459,7.627859117,6.89E-12,4.44E-08,0.98087512
188,13.5,35808,11.6,1.92,654.8854167,41610,534.6959,503.2959,35054.29591,40568.60914,657.7802274,0.141541301,38270.19829,1.024532924,39492.92188,451.3275981,7.48407178,6.91E-12,4.44E-08,0.981235389
189,14,35808,12.1,1.93,646.0362694,41440,534.6959,501.4959,35054.29591,40407.65752,648.8982234,0.138868524,38176.85459,1.023994234,39395.78983,450.2175669,7.382943168,6.90E-12,4.41E-08,0.981488767
190,14.5,35808,12.5,1.96,642.2642857,41276,534.6959,499.6959,35054.29591,40252.3514,645.1119306,0.136183858,38088.4961,1.023343756,39314.27805,449.2860452,7.339836701,6.97E-12,4.44E-08,0.98159678
191,15,35808,13,1.97,633.6746193,41118,534.6959,497.7959,35054.29591,40102.69453,636.4893007,0.130818794,38005.62344,1.022433477,39195.84089,447.9325379,7.241673452,6.96E-12,4.42E-08,0.981842759
192,15.5,35808,13.5,1.98,627.7479798,40966,534.6959,495.9959,35054.29591,39958.69056,630.5401421,0.128121079,37925.81349,1.021902091,39108.75931,446.9373642,7.173943443,6.97E-12,4.41E-08,0.982012472
193,4.99,35810,3.71,1.27,1066.497638,47753,554.6959,547.9959,35056.2043,46359.9693,1070.560205,0.257066964,41970.52368,1.055384039,43450.19047,496.5515127,12.18800216,6.38E-12,4.32E-08,0.969461605
194,5.49,35810,4.13,1.35,995.9925926,47291,554.6959,546.8959,35056.2043,45926.07206,999.8918082,0.248858792,41653.24288,1.052297275,43118.51048,492.7610529,11.38226607,6.34E-12,4.32E-08,0.971477465
195,5.99,35810,4.55,1.44,941.9666667,46867,554.6959,545.7959,35056.2043,45527.62788,945.7334504,0.240648345,41368.20612,1.049340676,42838.96929,489.5664387,10.76485438,6.37E-12,4.36E-08,0.973022366
196,6.49,35810,4.97,1.52,889.6460526,46476,554.6959,544.5959,35056.2043,45159.99459,893.2708817,0.234004875,41107.21634,1.047029656,42566.16639,486.4488299,10.16693111,6.41E-12,4.39E-08,0.974518893
197,6.99,35810,5.4,1.59,847.0792453,46112,554.6959,543.3959,35056.2043,44817.57492,850.5836046,0.228177391,40867.99704,1.044979595,42335.49158,483.8126637,9.680474956,6.41E-12,4.39E-08,0.975736574
198,7.49,35810,5.83,1.66,806.753012,45769,554.6959,542.1959,35056.2043,44494.7575,810.1342542,0.223137545,40647.4518,1.04332002,42097.55239,481.0934796,9.219624223,6.46E-12,4.40E-08,0.976890417
199,7.99,35810,6.26,1.74,777.7965517,45446,554.6959,540.7959,35056.2043,44190.62759,781.0905368,0.215653922,40440.98591,1.041162996,41900.40093,478.8404203,8.888707971,6.51E-12,4.45E-08,0.977718907
200,8.49,35810,6.7,1.79,749.3240223,45141,554.6959,539.4959,35056.2043,43903.32514,752.5259961,0.210599779,40251.17122,1.039657388,41705.28786,476.6106558,8.563322113,6.50E-12,4.43E-08,0.978533729
201,8.98,35810,7.14,1.84,724.2413043,44852,554.6959,538.0959,35056.2043,43630.98576,727.3601659,0.205547591,40072.67431,1.038280616,41522.77689,474.524909,8.276675232,6.50E-12,4.42E-08,0.9792516
202,9.48,35810,7.59,1.9,697.1947368,44575,554.6959,536.6959,35056.2043,43369.85535,700.2226922,0.200452294,39904.73497,1.036915064,41333.25069,472.3589916,7.967585355,6.55E-12,4.44E-08,0.980025713
203,9.98,35810,8.04,1.95,677.9061538,44311,554.6959,535.1959,35056.2043,43120.88964,680.8670651,0.195397954,39746.788,1.035783321,41173.61012,470.5346092,7.747154214,6.57E-12,4.44E-08,0.980577844
204,10.5,35810,8.49,2,660.658,44059,554.6959,533.6959,35056.2043,42883.15806,663.5580261,0.191100511,39597.36667,1.034521133,41016.67539,468.7411492,7.550041226,6.61E-12,4.45E-08,0.981071595
205,11,35810,8.94,2.05,645.1858537,43818,554.6959,532.1959,35056.2043,42655.72821,648.0305066,0.186001728,39455.68727,1.033423955,40870.28917,467.0682382,7.373224563,6.65E-12,4.46E-08,0.981514527
206,11.5,35810,9.4,2.08,626.4384615,43585,554.6959,530.5959,35056.2043,42435.7777,629.2144663,0.181695328,39321.44896,1.03247008,40703.92997,465.1670749,7.158978186,6.65E-12,4.44E-08,0.982051267
207,12,35810,9.86,2.13,614.4492958,43363,554.6959,528.9959,35056.2043,42226.14684,617.1811598,0.177391259,39197.37308,1.03146293,40572.12827,463.6608367,7.021965244,6.71E-12,4.47E-08,0.982394524
208,12.5,35810,10.3,2.15,601.5706977,43149,554.6959,527.2959,35056.2043,42024.01083,604.2547897,0.173076171,39072.02229,1.030544795,40437.21028,462.1189854,6.874787814,6.69E-12,4.44E-08,0.982763257
209,13,35810,10.8,2.19,592.7283105,42943,554.6959,525.5959,35056.2043,41829.37617,595.3790884,0.168738771,38959.57109,1.029548338,40316.34607,460.7377416,6.773736457,6.73E-12,4.45E-08,0.983016442
210,13.5,35810,11.3,2.22,580.2481982,42744,554.6959,523.8959,35056.2043,41641.30389,582.8513924,0.16526459,38854.77649,1.028911167,40184.83307,459.2348028,6.631112948,6.76E-12,4.45E-08,0.983373802
211,14,35810,11.7,2.26,573.8132743,42553,554.6959,522.1959,35056.2043,41460.74475,576.3921742,0.160896398,38749.74716,1.027896082,40079.36012,458.0294513,6.557574232,6.81E-12,4.48E-08,0.983558055
212,14.5,35810,12.2,2.28,563.345614,42368,554.6959,520.3959,35056.2043,41285.81318,565.8836749,0.157400636,38646.63891,1.027300239,39953.88741,456.5955412,6.437949151,6.82E-12,4.47E-08,0.983857817
213,15,35810,12.7,2.3,556.7417391,42189,554.6959,518.5959,35056.2043,41116.51341,559.254486,0.153006806,38551.71212,1.026378716,39846.16601,455.3644943,6.362479653,6.83E-12,4.46E-08,0.984046918
214,15.5,35810,13.2,2.33,550.5381974,42017,554.6959,516.6959,35056.2043,40953.79566,553.0260841,0.150362381,38461.56866,1.025854997,39745.44635,454.2134637,6.291585188,6.88E-12,4.48E-08,0.984224587
215,4.99,35812,3.59,1.4,1012.175,49378,574.6959,568.1959,35058.11269,47884.00435,1016.033581,0.281077579,42919.9825,1.062752397,44479.47211,508.3142082,11.56719964,6.26E-12,4.37E-08,0.971018589
216,5.49,35812,3.99,1.51,941.994702,48883,574.6959,567.0959,35058.11269,47420.10852,945.693495,0.272997894,42569.04141,1.059311989,44119.68642,504.2025546,10.76517477,6.30E-12,4.42E-08,0.973024974
217,5.99,35812,4.4,1.59,880.8163522,48428,574.6959,565.9959,35058.11269,46993.43001,884.3591128,0.266475776,42253.87656,1.056567689,43792.39611,500.4622604,10.06602474,6.27E-12,4.40E-08,0.97477448
218,6.49,35812,4.81,1.69,831.8934911,48006,574.6959,564.8959,35058.11269,46597.46648,835.3053746,0.25835236,41964.35726,1.053469838,43497.05337,497.087065,9.506931201,6.31E-12,4.44E-08,0.976173692
219,6.99,35812,5.23,1.76,788.7727273,47612,574.6959,563.6959,35058.11269,46227.57446,792.0604342,0.252604669,41696.98892,1.051168428,43235.7294,494.1006382,9.014144397,6.28E-12,4.42E-08,0.977407214
220,7.49,35812,5.65,1.85,752.4383784,47241,574.6959,562.4959,35058.11269,45879.09745,755.6168223,0.246878498,41451.25453,1.049113214,42998.22545,491.3864281,8.59891317,6.34E-12,4.45E-08,0.978446734
221,7.99,35812,6.07,1.92,719.4875,46889,574.6959,561.1959,35058.11269,45548.30742,722.5620094,0.241127622,41222.81422,1.047164754,42768.09858,488.7565237,8.222348457,6.35E-12,4.45E-08,0.979389592
222,8.49,35812,6.5,1.99,691.3095477,46556,574.6959,559.8959,35058.11269,45235.22931,694.2915063,0.233773741,41009.40266,1.045173765,42537.3857,486.1199224,7.900329044,6.35E-12,4.45E-08,0.980195982
223,8.98,35812,6.93,2.06,665.3902913,46239,574.6959,558.4959,35058.11269,44937.06446,668.2851886,0.229611649,40810.25226,1.043741543,42344.35431,483.9139475,7.604122149,6.40E-12,4.46E-08,0.980937788
224,9.48,35812,7.36,2.12,642.2075472,45936,574.6959,557.0959,35058.11269,44651.94952,645.0219143,0.224608952,40621.83517,1.042193688,42144.19846,481.6265538,7.339188289,6.41E-12,4.46E-08,0.981601351
225,9.98,35812,7.8,2.18,622.4944954,45645,574.6959,555.6959,35058.11269,44378.01732,625.2395575,0.21964317,40444.99331,1.040882488,41969.66187,479.6319387,7.113906292,6.44E-12,4.46E-08,0.982165624
226,10.5,35812,8.24,2.24,606.290625,45367,574.6959,554.1959,35058.11269,44116.22283,608.9778501,0.214616781,40277.35062,1.039394579,41802.34403,477.7198198,6.928727441,6.47E-12,4.47E-08,0.982629474
227,11,35812,8.69,2.3,589.5173913,45101,574.6959,552.6959,35058.11269,43865.63741,592.1431689,0.208780865,40118.76634,1.0380426,41628.07514,475.7282641,6.73704187,6.51E-12,4.48E-08,0.983109668
228,11.5,35812,9.14,2.35,572.5119149,44844,574.6959,551.0959,35058.11269,43623.44545,575.0748458,0.204563636,39969.07616,1.036984451,41461.54874,473.8251899,6.542702215,6.54E-12,4.49E-08,0.983596526
229,12,35812,9.59,2.4,559.6575,44597,574.6959,549.4959,35058.11269,43390.5985,562.1719479,0.200351272,39825.19335,1.035970817,41313.6704,472.1352269,6.395801152,6.57E-12,4.49E-08,0.983964569
230,12.5,35812,10,2.45,548.0934694,44360,574.6959,547.8959,35058.11269,43167.10586,550.5638801,0.195280014,39689.88095,1.034815677,41165.32848,470.439966,6.263646682,6.60E-12,4.50E-08,0.984295678
231,13,35812,10.5,2.49,536.5767068,44131,574.6959,546.1959,35058.11269,42951.0896,539.0024371,0.191873046,39565.12278,1.034010524,41024.63388,468.8320994,6.132032394,6.63E-12,4.50E-08,0.984625458
232,13.5,35812,11,2.52,524.8916667,43909,574.6959,544.4959,35058.11269,42741.61289,527.2718393,0.18761776,39443.77673,1.033144986,40875.7802,467.1309901,5.998495019,6.64E-12,4.49E-08,0.984960062
233,14,35812,11.4,2.56,517.5152344,43696,574.6959,542.7959,35058.11269,42540.5696,519.86675,0.182480805,39324.22484,1.03194651,40750.48558,465.6991153,5.914196687,6.66E-12,4.50E-08,0.985171285
234,14.5,35812,11.9,2.59,508.3370656,43490,574.6959,540.9959,35058.11269,42346.07848,510.6524758,0.179055248,39213.99624,1.03127459,40626.19135,464.278673,5.809307996,6.68E-12,4.49E-08,0.985434114
235,15,35812,12.4,2.63,500.8418251,43291,574.6959,539.2959,35058.11269,42158.14498,503.1272175,0.174749002,39104.48236,1.030382965,40499.78099,462.8340474,5.723651915,6.72E-12,4.51E-08,0.985648765
236,15.5,35812,12.8,2.65,493.6279245,43097,574.6959,537.3959,35058.11269,41974.88486,495.8845559,0.171298335,39000.3874,1.029703196,40385.96378,461.5333372,5.641211006,6.73E-12,4.49E-08,0.985855355
237,5.49,35814,3.87,1.63,894.2030675,50495,594.6959,587.2959,35060.02107,48929.69733,897.7243105,0.297287495,43489.10707,1.066639329,45101.53735,515.4232089,10.21900896,6.15E-12,4.42E-08,0.974394644
238,5.99,35814,4.26,1.73,833.2786127,50010,594.6959,586.2959,35060.02107,48475.84886,836.6469865,0.290089956,43142.42137,1.063283965,44751.35151,511.421263,9.522760458,6.15E-12,4.42E-08,0.976136723
239,6.49,35814,4.66,1.83,784.4912568,49558,594.6959,585.1959,35060.02107,48052.61818,787.7271443,0.282919204,42823.68014,1.060265468,44437.18964,507.8310014,8.965215483,6.16E-12,4.44E-08,0.97753204
240,6.99,35814,5.06,1.92,742.6416667,49135,594.6959,583.9959,35060.02107,47656.31178,745.7560158,0.275692833,42530.78947,1.057339784,44136.76584,504.3977393,8.486955731,6.15E-12,4.44E-08,0.978729162
241,7.49,35814,5.47,2.03,708.862069,48735,594.6959,582.7959,35060.02107,47281.34911,711.8730366,0.269269542,42259.90105,1.054800349,43882.98232,501.4974853,8.100920362,6.23E-12,4.49E-08,0.97969559
242,7.99,35814,5.88,2.12,676.2754717,48356,594.6959,581.5959,35060.02107,46925.88798,679.1827098,0.26441325,42006.97985,1.0529011,43639.46559,498.7145608,7.728518676,6.27E-12,4.51E-08,0.980628001
243,8.48,35814,6.3,2.18,646.0756881,47995,594.6959,580.2959,35060.02107,46587.14218,648.8818868,0.25876008,41771.75462,1.051035959,43389.42784,495.8571137,7.383393647,6.23E-12,4.47E-08,0.981492256
244,8.98,35814,6.72,2.27,620.80837,47650,594.6959,578.8959,35060.02107,46263.25779,623.5285283,0.25308243,41550.43284,1.049142823,43164.01256,493.2810535,7.094637146,6.29E-12,4.50E-08,0.982215398
245,9.48,35814,7.15,2.33,598.1356223,47321,594.6959,577.4959,35060.02107,45954.25533,600.7762899,0.247424912,41343.38538,1.047500445,42952.46368,490.8634596,6.835531557,6.28E-12,4.48E-08,0.982864349
246,9.98,35814,7.58,2.41,579.2145228,47005,594.6959,576.0959,35060.02107,45657.33495,581.7880646,0.241745225,41148.05816,1.045845174,42764.52923,488.7157329,6.61930004,6.32E-12,4.50E-08,0.983405941
247,10.5,35814,8.01,2.47,560.3975709,46701,594.6959,574.6959,35060.02107,45371.57174,562.9019497,0.236820442,40960.76712,1.044413874,42564.74334,486.4325672,6.404258728,6.34E-12,4.49E-08,0.98394462
248,11,35814,8.44,2.54,543.3066929,46409,594.6959,573.1959,35060.02107,45096.97931,545.7471444,0.231899261,40785.77398,1.043117481,42374.03725,484.253166,6.208943099,6.39E-12,4.51E-08,0.984433919
249,11.5,35814,8.88,2.6,529.8469231,46128,594.6959,571.5959,35060.02107,44832.62984,532.2367721,0.226934069,40619.19654,1.041659065,42203.92879,482.3091558,6.055124002,6.41E-12,4.51E-08,0.984819268
