,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
2477,11,38971,9.02,1.96,721.6459184,47274,594.6959,571.9959,38065.87707,45910.10105,724.7734893,0.179165245,42636.56094,1.032288882,44223.69767,505.3912017,8.247014998,6.16E-12,4.44E-08,0.980960021
2478,11.5,38971,9.48,2,702.616,47039,594.6959,570.3959,38065.87707,45689.28809,705.6777403,0.173983782,42499.79459,1.031171084,44059.24795,503.51186,8.029539892,6.18E-12,4.44E-08,0.981461671
2479,12,38971,9.94,2.04,690.704902,46814,594.6959,568.7959,38065.87707,45477.80649,693.7253214,0.170499918,42369.32926,1.030196799,43939.22932,502.1402796,7.893419114,6.21E-12,4.45E-08,0.981775664
2480,12.5,38971,10.4,2.08,675.2163462,46598,594.6959,567.0959,38065.87707,45274.72432,678.1817187,0.16616401,42248.35606,1.029338219,43796.68026,500.5112199,7.716414923,6.26E-12,4.46E-08,0.982183999
2481,13,38971,10.9,2.12,662.9160377,46388,594.6959,565.3959,38065.87707,45077.2271,665.8365123,0.16354257,42133.26549,1.028741594,43674.49327,499.1148593,7.575846223,6.31E-12,4.48E-08,0.98250831
2482,13.5,38971,11.3,2.14,650.7565421,46188,594.6959,563.6959,38065.87707,44889.08291,653.6323685,0.15916715,42020.32799,1.027844111,43536.1805,497.5342123,7.436886741,6.31E-12,4.46E-08,0.982828916
2483,14,38971,11.8,2.17,642.1764977,45994,594.6959,561.8959,38065.87707,44706.53493,645.0206957,0.155670376,41912.30154,1.027138673,43429.48355,496.3148728,7.338833454,6.34E-12,4.46E-08,0.983055147
2484,14.5,38971,12.3,2.2,631.6140909,45806,594.6959,560.0959,38065.87707,44529.58751,634.4188672,0.152138985,41811.74963,1.026387957,43304.60064,494.887703,7.218125604,6.38E-12,4.47E-08,0.98333366
2485,15,38971,12.8,2.21,622.7533937,45625,594.6959,558.2959,38065.87707,44359.18644,625.5250939,0.148619458,41717.65236,1.025746142,43194.25321,493.6266457,7.116864998,6.36E-12,4.44E-08,0.983567301
2486,15.5,38971,13.2,2.25,616.9653333,45450,594.6959,556.3959,38065.87707,44194.39471,619.7148128,0.14508365,41623.33268,1.02504652,43092.79544,492.4671799,7.05071868,6.44E-12,4.48E-08,0.983719939
2487,4.49,40025,3.44,1.06,1406.617925,51891,594.6959,588.6959,39066.53015,50234.40917,1411.480636,0.236045757,45967.96065,1.050269978,47729.46007,545.4552753,16.07491822,5.73E-12,4.32E-08,0.963869823
2488,4.99,40025,3.86,1.13,1306.435398,51384,594.6959,587.6959,39066.53015,49760.84136,1311.128839,0.227703941,45628.4746,1.047441166,47362.7885,541.2649295,14.930026,5.70E-12,4.32E-08,0.966438564
2489,5.49,40025,4.29,1.21,1225.819008,50929,594.6959,586.5959,39066.53015,49335.57468,1230.362768,0.219315515,45325.92099,1.044611063,47041.75795,537.5961721,14.00873682,5.74E-12,4.36E-08,0.968505962
2490,5.99,40025,4.72,1.28,1154.324219,50515,594.6959,585.4959,39066.53015,48948.40648,1158.712921,0.214219378,45054.45713,1.042798884,46761.08724,534.3886496,13.19168986,5.79E-12,4.38E-08,0.970340009
2491,6.49,40025,5.15,1.33,1089.356391,50134,594.6959,584.2959,39066.53015,48591.91208,1093.598573,0.206607065,44806.64282,1.040532731,46480.38225,531.1807353,12.44923343,5.75E-12,4.34E-08,0.972006765
2492,6.99,40025,5.59,1.39,1041.007914,49780,594.6959,582.9959,39066.53015,48260.5198,1045.129468,0.200687019,44580.56446,1.038833229,46256.34602,528.6204351,11.89670399,5.77E-12,4.35E-08,0.973247446
2493,7.49,40025,6.03,1.46,998.1034247,49448,594.6959,581.6959,39066.53015,47949.58118,1002.112209,0.194711435,44370.57921,1.037103129,46034.49464,526.0851036,11.40638879,5.85E-12,4.39E-08,0.974348574
2494,7.99,40025,6.48,1.52,960.8697368,49138,594.6959,580.3959,39066.53015,47659.12324,964.7759395,0.190399104,44176.84571,1.035699982,45841.89873,523.8841054,10.98087986,5.91E-12,4.42E-08,0.975304284
2495,8.48,40025,6.92,1.56,921.7185897,48846,594.6959,578.9959,39066.53015,47385.42123,925.5123376,0.184398322,43997.36959,1.034274523,45629.71807,521.4592915,10.53345808,5.90E-12,4.39E-08,0.976309328
2496,8.98,40025,7.37,1.61,894.5602484,48568,594.6959,577.5959,39066.53015,47124.7432,898.2731573,0.180099965,43828.02054,1.033168165,45466.48677,519.5938739,10.22309085,5.94E-12,4.40E-08,0.977006579
2497,9.48,40025,7.83,1.66,870.1138554,48304,594.6959,576.1959,39066.53015,46877.10361,873.7521696,0.175752008,43669.74755,1.03191606,45303.28341,517.7287756,9.943715931,5.98E-12,4.42E-08,0.977634252
2498,9.98,40025,8.28,1.7,842.6047059,48054,594.6959,574.6959,39066.53015,46642.5162,846.1570377,0.170565731,43521.24718,1.030840593,45130.36651,515.7526704,9.629339638,6.01E-12,4.42E-08,0.978340614
2499,10.5,40025,8.74,1.74,821.033908,47814,594.6959,573.0959,39066.53015,46417.23879,824.5157582,0.167069256,43380.23104,1.029959787,44979.29083,514.026168,9.382827202,6.05E-12,4.42E-08,0.978894574
2500,11,40025,9.21,1.77,801.2451977,47585,594.6959,571.5959,39066.53015,46202.21942,804.6635413,0.161852228,43246.948,1.028888855,44834.42913,512.3706793,9.156680575,6.05E-12,4.41E-08,0.979402738
2501,11.5,40025,9.67,1.82,786.3994505,47365,594.6959,569.9959,39066.53015,45995.58874,789.768467,0.158330232,43120.58731,1.027966289,44706.14812,510.9046759,8.987022441,6.12E-12,4.44E-08,0.979784013
2502,12,40025,10.1,1.84,766.0157609,47154,594.6959,568.2959,39066.53015,45797.35415,769.3144834,0.153923955,42999.95139,1.027083354,44545.79675,509.0721703,8.754076352,6.12E-12,4.42E-08,0.980307581
2503,12.5,40025,10.6,1.88,756.4132979,46952,594.6959,566.5959,39066.53015,45607.52274,759.6798165,0.150409953,42886.64803,1.026304581,44445.28988,507.9235715,8.6443388,6.17E-12,4.44E-08,0.980554203
2504,13,40025,11.1,1.9,740.8478947,46756,594.6959,564.8959,39066.53015,45423.28092,744.0599362,0.145981671,42782.58924,1.025439205,44304.28349,506.3121416,8.466456393,6.18E-12,4.43E-08,0.980954031
2505,13.5,40025,11.6,1.93,727.7595855,46569,594.6959,563.1959,39066.53015,45247.45419,730.9254058,0.143324358,42677.53176,1.024952335,44189.11478,504.9959864,8.31688237,6.23E-12,4.44E-08,0.98129024
2506,14,40025,12,1.95,720.6994872,46388,594.6959,561.3959,39066.53015,45077.2271,723.8399863,0.139771178,42578.99665,1.024214766,44090.43004,503.8682109,8.236199122,6.24E-12,4.43E-08,0.981471608
2507,14.5,40025,12.5,1.98,710.130303,46212,594.6959,559.5959,39066.53015,44911.66287,713.232782,0.137079004,42484.81695,1.023608798,43977.85972,502.5817501,8.11541382,6.30E-12,4.45E-08,0.981743124
2508,15,40025,13,2,700.575,46044,594.6959,557.7959,39066.53015,44753.58791,703.6431252,0.13351639,42395.12326,1.023011368,43874.73194,501.4031994,8.006215216,6.33E-12,4.46E-08,0.981988594
2509,15.5,40025,13.5,2.01,691.1318408,45881,594.6959,555.8959,39066.53015,44600.18358,694.1647217,0.130818794,42307.98889,1.0225023,43765.82986,500.1586596,7.898298198,6.34E-12,4.44E-08,0.982231216
2510,4.49,41082,3.52,0.98,1523.508163,52003,594.6959,588.5959,40068.59101,50338.98107,1528.660026,0.216940112,46391.87008,1.045077236,48160.26693,550.3785632,17.41074723,5.63E-12,4.33E-08,0.96184892
2511,4.99,41082,3.95,1.03,1431.165049,51514,594.6959,587.4959,40068.59101,49882.2992,1436.181364,0.209285222,46073.06819,1.042283148,47837.6624,546.6918183,16.3554443,5.52E-12,4.27E-08,0.964156929
2512,5.49,41082,4.39,1.1,1330.527273,51077,594.6959,586.3959,40068.59101,49473.93123,1335.372071,0.201636299,45790.73084,1.040081423,47510.42377,542.9521146,15.20534946,5.60E-12,4.31E-08,0.966672847
2513,5.99,41082,4.83,1.16,1263.741379,50680,594.6959,585.2959,40068.59101,49102.73805,1268.454408,0.194808853,45536.60177,1.037979378,47256.40005,540.0491155,14.44211606,5.61E-12,4.32E-08,0.968342925
2514,6.49,41082,5.27,1.22,1202.933607,50316,594.6959,584.0959,40068.59101,48762.22842,1207.510503,0.187947837,45306.64307,1.036117773,47001.72241,537.1386435,13.74720101,5.65E-12,4.35E-08,0.969863914
2515,6.99,41082,5.71,1.27,1141.552756,49980,594.6959,582.7959,40068.59101,48447.76618,1145.987175,0.183627809,45094.63411,1.034903075,46776.02759,534.5593888,13.04573678,5.70E-12,4.34E-08,0.971399364
2516,7.49,41082,6.16,1.32,1100.755303,49665,594.6959,581.4959,40068.59101,48152.83066,1105.088456,0.17758594,44898.90755,1.03328543,46577.63227,532.2921146,12.57950092,5.72E-12,4.35E-08,0.972420082
2517,7.99,41082,6.62,1.38,1065.902899,49371,594.6959,580.0959,40068.59101,47877.44633,1070.148173,0.173223616,44719.67013,1.03189845,46410.00727,530.3764855,12.18120545,5.80E-12,4.40E-08,0.973292094
2518,8.48,41082,7.07,1.42,1025.540141,49095,594.6959,578.7959,40068.59101,47618.82447,1029.676243,0.167124804,44552.90965,1.0304769,46207.73685,528.0649264,11.71993731,5.81E-12,4.39E-08,0.97430216
2519,8.98,41082,7.53,1.45,992.8027586,48833,594.6959,577.2959,40068.59101,47373.2334,996.8424672,0.162763944,44397.14477,1.029555971,46032.79186,526.0656441,11.34581244,5.81E-12,4.36E-08,0.975121599
2520,9.48,41082,7.99,1.49,961.547651,48585,594.6959,575.7959,40068.59101,47140.68671,965.4972328,0.159249117,44249.82899,1.028718555,45873.41921,524.2443235,10.9886271,5.86E-12,4.37E-08,0.975903889
2521,9.98,41082,8.45,1.53,943.3588235,48350,594.6959,574.2959,40068.59101,46920.25919,947.2556879,0.15397697,44112.71985,1.027437579,45740.89132,522.7297863,10.78076404,5.89E-12,4.39E-08,0.976359147
2522,10.5,41082,8.92,1.56,914.9628205,48125,594.6959,572.7959,40068.59101,46709.14696,918.7720518,0.149560688,43982.53268,1.026572672,45577.19705,520.8590779,10.45625273,5.91E-12,4.38E-08,0.977070018
2523,11,41082,9.39,1.61,898.8416149,47910,594.6959,571.1959,40068.59101,46507.3584,902.6007051,0.146879693,43860.94319,1.025773403,45459.03139,519.5086733,10.27201858,6.02E-12,4.43E-08,0.97747361
2524,11.5,41082,9.86,1.61,878.6639752,47705,594.6959,569.5959,40068.59101,46314.90151,882.3581912,0.141565248,43743.47287,1.024808224,45312.21256,517.8308185,10.04142724,5.93E-12,4.36E-08,0.977978807
2525,12,41082,10.3,1.66,866.4060241,47508,594.6959,567.8959,40068.59101,46129.90558,870.0607422,0.138886169,43633.50599,1.024150735,45208.46062,516.6451348,9.901342601,6.05E-12,4.42E-08,0.978285717
2526,12.5,41082,10.8,1.68,847.2166667,47319,594.6959,566.1959,40068.59101,45952.37648,850.8073251,0.134422754,43529.3025,1.023379677,45065.80541,515.014862,9.682045416,6.06E-12,4.42E-08,0.978766228
2527,13,41082,11.3,1.7,836.0370588,47137,594.6959,564.4959,40068.59101,45781.38021,839.5917265,0.131727029,43430.51602,1.022750451,44967.68932,513.8935852,9.554284154,6.08E-12,4.41E-08,0.979046138
2528,13.5,41082,11.8,1.72,820.3354651,46963,594.6959,562.6959,40068.59101,45617.86141,823.836269,0.128136964,43333.37779,1.022161975,44843.38011,512.4729717,9.374845352,6.12E-12,4.41E-08,0.97943935
2529,14,41082,12.2,1.73,809.8063584,46794,594.6959,560.8959,40068.59101,45459.00504,813.2714484,0.125436387,43241.77177,1.021646669,44746.0537,511.3607193,9.254518058,6.12E-12,4.39E-08,0.979703019
2530,14.5,41082,12.7,1.77,804.0553672,46632,594.6959,559.0959,40068.59101,45306.69485,807.4997879,0.12182594,43153.73129,1.020942313,44651.04951,510.2750055,9.188795369,6.21E-12,4.45E-08,0.979847063
2531,15,41082,13.2,1.78,795.7129213,46475,594.6959,557.2959,40068.59101,45159.0541,799.1285267,0.118199443,43071.54746,1.020239231,44552.28532,509.1463221,9.093457372,6.22E-12,4.43E-08,0.980055986
2532,15.5,41082,13.7,1.78,788.2067416,46324,594.6959,555.3959,40068.59101,45017.02643,791.5953734,0.115471073,42991.87095,1.019728558,44458.90073,508.0791172,9.007676277,6.20E-12,4.40E-08,0.980243993
2533,4.49,42140,3.6,0.89,1689.916854,52132,594.6959,588.4959,41070.16163,50459.40635,1695.438436,0.198335207,46823.03217,1.039640798,48652.39789,556.0026668,19.31247622,5.39E-12,4.27E-08,0.958718486
2534,4.99,42140,4.04,0.95,1559.147368,51662,594.6959,587.3959,41070.16163,50020.54893,1564.495393,0.190610184,46525.22152,1.037596811,48293.25461,551.8983547,17.81803431,5.45E-12,4.29E-08,0.961906763
2535,5.49,42140,4.49,1.01,1477.788119,51244,594.6959,586.2959,41070.16163,49630.01729,1483.010752,0.183679919,46261.27878,1.035303448,48026.42358,548.8489929,16.88825568,5.48E-12,4.33E-08,0.963890798
2536,5.99,42140,4.93,1.06,1410.292453,50865,594.6959,585.0959,41070.16163,49275.73644,1415.395326,0.176791993,46023.27098,1.033511997,47793.93662,546.1921173,16.11691096,5.49E-12,4.33E-08,0.965537138
2537,6.49,42140,5.38,1.1,1323.478182,50518,594.6959,583.7959,41070.16163,48951.21281,1328.399271,0.171536455,45809.77652,1.032275496,47511.49664,542.9643755,15.124792,5.52E-12,4.31E-08,0.967655368
2538,6.99,42140,5.84,1.15,1275.801739,50198,594.6959,582.5959,41070.16163,48651.80822,1280.620889,0.164575209,45613.30689,1.03056508,47311.18818,540.6752377,14.57994261,5.55E-12,4.33E-08,0.968818703
2539,7.49,42140,6.29,1.19,1222.517647,49900,594.6959,581.1959,41070.16163,48372.87358,1227.216011,0.160164559,45432.91357,1.029376379,47111.07833,538.3883698,13.97100865,5.59E-12,4.33E-08,0.970119036
2540,7.99,42140,6.75,1.23,1190.882927,49623,594.6959,579.8959,41070.16163,48113.49661,1195.508205,0.154901493,45266.5068,1.028036958,46963.31215,536.6996886,13.60948508,5.60E-12,4.33E-08,0.970891076
2541,8.48,42140,7.21,1.26,1143.992857,49363,594.6959,578.4959,41070.16163,47869.95138,1148.497401,0.150457776,45112.60234,1.026999504,46768.18881,534.4698068,13.07362241,5.62E-12,4.31E-08,0.972035722
2542,8.98,42140,7.68,1.31,1116.842748,49117,594.6959,576.9959,41070.16163,47639.44274,1121.276171,0.146027749,44968.39947,1.025932092,46626.20248,532.847178,12.76334925,5.71E-12,4.37E-08,0.972698521
2543,9.48,42140,8.14,1.34,1079.912687,48884,594.6959,575.4959,41070.16163,47421.04599,1084.244395,0.14158473,44832.50626,1.025089618,46457.50839,530.9193313,12.34131018,5.75E-12,4.37E-08,0.973600192
2544,9.98,42140,8.61,1.37,1061.759854,48663,594.6959,573.9959,41070.16163,47213.83466,1066.040988,0.138911089,44706.04282,1.024402076,46350.56027,529.6971215,12.13385847,5.78E-12,4.37E-08,0.974043419
2545,10.5,42140,9.09,1.39,1033.71223,48453,594.6959,572.3959,41070.16163,47016.88059,1037.911681,0.134440453,44586.50412,1.023559381,46198.43696,527.9586467,11.81332846,5.79E-12,4.35E-08,0.974728327
2546,11,42140,9.56,1.43,1011.203497,48253,594.6959,570.7959,41070.16163,46829.25412,1015.337846,0.129948676,44473.2146,1.022635251,46062.74503,526.4079508,11.55609723,5.87E-12,4.40E-08,0.975277968
2547,11.5,42140,10,1.45,996.5682759,48062,594.6959,569.1959,41070.16163,46650.0242,1000.657395,0.127251824,44366.77187,1.022067008,45959.42303,525.2271804,11.38884501,5.89E-12,4.39E-08,0.975635416
2548,12,42140,10.5,1.48,979.8702703,47879,594.6959,567.4959,41070.16163,46478.25853,983.9090896,0.123646982,44266.48528,1.021392368,45845.54833,523.9258132,11.19801915,5.96E-12,4.41E-08,0.976043214
2549,12.5,42140,11,1.49,962.8167785,47703,594.6959,565.7959,41070.16163,46313.02362,966.8022347,0.120009515,44166.80367,1.020610699,45723.1883,522.5274751,11.00313077,5.94E-12,4.39E-08,0.976459741
2550,13,42140,11.5,1.5,946.2546667,47535,594.6959,563.9959,41070.16163,46155.26322,950.1863391,0.116390541,44076.00097,1.020076385,45605.66694,521.1844336,10.81385792,5.95E-12,4.37E-08,0.976864315
2551,13.5,42140,12,1.52,933.5098684,47373,594.6959,562.2959,41070.16163,46003.10365,937.4013886,0.113652902,43989.52538,1.01950769,45507.89409,520.0670793,10.66820956,6.00E-12,4.38E-08,0.97717561
2552,14,42140,12.4,1.54,931.8935065,47216,594.6959,560.4959,41070.16163,45855.60897,935.7787822,0.10910343,43904.73392,1.018678114,45423.61721,519.1039578,10.64973767,6.02E-12,4.40E-08,0.977215118
2553,14.5,42140,12.9,1.55,919.9703226,47066,594.6959,558.5959,41070.16163,45714.66161,923.8152167,0.108178304,43825.25421,1.018485973,45333.18117,518.0704491,10.51347878,6.05E-12,4.39E-08,0.977506414
2554,15,42140,13.4,1.57,911.3821656,46922,594.6959,556.7959,41070.16163,45579.32559,915.1990048,0.104512755,43749.27615,1.017830111,45240.55379,517.0118975,10.41533278,6.11E-12,4.42E-08,0.977716206
2555,15.5,42140,13.9,1.58,902.4113924,46782,594.6959,554.7959,41070.16163,45447.72394,906.1966503,0.101755263,43676.07904,1.017386212,45146.36286,515.9354776,10.31281422,6.14E-12,4.42E-08,0.977935401
2556,4.49,43200,3.68,0.8,1829.795,52284,594.6959,588.2959,42072.18873,50601.27656,1835.635603,0.180271306,47265.00337,1.035055029,49061.86528,560.6820858,20.91101248,5.20E-12,4.21E-08,0.956369382
2557,4.99,43200,4.13,0.86,1731.167442,51833,594.6959,587.1959,42072.18873,50180.2498,1736.904349,0.17333868,46984.69287,1.033026123,48798.99014,557.6779322,19.78389054,5.27E-12,4.27E-08,0.958716092
2558,5.49,43200,4.58,0.91,1650.015385,51433,594.6959,586.0959,42072.18873,49806.62407,1655.644446,0.166344089,46739.21464,1.031017403,48553.24943,554.8695919,18.85647972,5.29E-12,4.29E-08,0.960647532
2559,5.99,43200,5.04,0.96,1554.641667,51072,594.6959,584.8959,42072.18873,49469.25747,1560.115389,0.15845411,46520.27464,1.029333959,48269.983,551.6324054,17.76654286,5.37E-12,4.33E-08,0.962918131
2560,6.49,43200,5.49,1,1487.759,50743,594.6959,583.5959,42072.18873,49161.65577,1493.109029,0.154030258,46320.47354,1.028152671,48063.98242,549.2782177,17.00220354,5.41E-12,4.33E-08,0.964510783
2561,6.99,43200,5.96,1.03,1430.797087,50439,594.6959,582.2959,42072.18873,48877.30909,1436.044101,0.148727345,46140.05634,1.026871803,47879.51141,547.1700714,16.35123921,5.40E-12,4.30E-08,0.965867141
2562,7.49,43200,6.42,1.07,1386.235514,50158,594.6959,580.9959,42072.18873,48614.37373,1391.386173,0.14339002,45972.07594,1.025588319,47701.63348,545.1372712,15.84198675,5.44E-12,4.32E-08,0.9669286
2563,7.99,43200,6.88,1.1,1330.241818,49897,594.6959,579.5959,42072.18873,48370.06496,1335.266926,0.13893154,45818.76674,1.024728986,47513.099,542.9826873,15.20208726,5.49E-12,4.32E-08,0.96826248
2564,8.48,43200,7.35,1.14,1288.359649,49652,594.6959,578.1959,42072.18873,48140.65607,1293.288926,0.132678963,45677.5202,1.02352897,47341.13886,541.017516,14.7234552,5.56E-12,4.36E-08,0.969260241
2565,8.98,43200,7.82,1.15,1261.591304,49421,594.6959,576.6959,42072.18873,47924.28798,1266.452836,0.129959039,45544.35432,1.022738785,47211.7943,539.5393582,14.41754487,5.50E-12,4.29E-08,0.9698981
2566,9.48,43200,8.3,1.19,1228.342857,49204,594.6959,575.1959,42072.18873,47720.97269,1233.122663,0.125449624,45421.09263,1.021807652,47066.0441,537.8737158,14.03757952,5.60E-12,4.35E-08,0.970690313
2567,9.98,43200,8.77,1.22,1207.985246,48999,594.6959,573.6959,42072.18873,47528.84683,1212.712959,0.121842828,45304.93585,1.021060471,46956.42184,536.6209457,13.80493146,5.66E-12,4.37E-08,0.971175425
2568,10.5,43200,9.25,1.23,1177.830894,48803,594.6959,572.0959,42072.18873,47345.10682,1182.475268,0.118204326,45193.69667,1.020373257,46811.83546,534.9686034,13.46032563,5.64E-12,4.33E-08,0.971894135
2569,11,43200,9.73,1.27,1155.26378,48617,594.6959,570.4959,42072.18873,47170.69704,1159.848254,0.11457426,45089.90238,1.019725127,46695.77025,533.6422028,13.20242722,5.76E-12,4.40E-08,0.972431949
2570,11.5,43200,10.2,1.27,1135.125197,48440,594.6959,568.7959,42072.18873,47004.68638,1139.652386,0.110005147,44992.07676,1.018840541,46569.51388,532.1993371,12.97228223,5.70E-12,4.34E-08,0.972911978
2571,12,43200,10.7,1.28,1116.013281,48270,594.6959,567.0959,42072.18873,46845.20431,1120.485522,0.108178304,44900.02767,1.018535024,46471.08596,531.0744966,12.75387005,5.72E-12,4.32E-08,0.973367549
2572,12.5,43200,11.2,1.32,1110.260606,48108,594.6959,565.3959,42072.18873,46693.19369,1114.715488,0.104512755,44815.19941,1.0177903,46383.60106,530.0747137,12.68812812,5.84E-12,4.40E-08,0.973504695
2573,13,43200,11.7,1.32,1096.818182,47952,594.6959,563.5959,42072.18873,46546.7821,1101.232665,0.102663499,44732.04759,1.017378389,46290.62374,529.012163,12.53450725,5.82E-12,4.36E-08,0.973825163
2574,13.5,43200,12.2,1.34,1080.459701,47803,594.6959,561.7959,42072.18873,46406.91185,1084.823539,0.098069022,44652.48036,1.016723861,46176.87245,527.7122062,12.34756151,5.88E-12,4.39E-08,0.974215187
2575,14,43200,12.6,1.34,1070.83806,47659,594.6959,559.9959,42072.18873,46271.70884,1075.171503,0.097136311,44575.22141,1.016483377,46098.71763,526.819048,12.23760478,5.88E-12,4.36E-08,0.974444603
2576,14.5,43200,13.1,1.35,1063.167407,47522,594.6959,558.0959,42072.18873,46143.0541,1067.477333,0.093438666,44502.98436,1.015843401,46011.94028,525.827351,12.14994408,5.90E-12,4.36E-08,0.974627483
2577,15,43200,13.6,1.37,1051.835036,47389,594.6959,556.2959,42072.18873,46018.13322,1056.107786,0.089725948,44432.58598,1.015257031,45912.72102,524.6934669,12.02043703,5.97E-12,4.41E-08,0.974897722
2578,15.5,43200,14.1,1.37,1046.364964,47261,594.6959,554.2959,42072.18873,45897.88767,1050.618527,0.089725948,44365.7707,1.015257031,45854.01988,524.0226266,11.95792469,5.99E-12,4.38E-08,0.975028194
2579,4.49,44261,3.76,0.73,2047.356164,52460,594.6959,588.1959,43073.72709,50765.51184,2053.595847,0.16284814,47717.1021,1.030449429,49569.91069,566.4880608,23.39731517,5.03E-12,4.22E-08,0.952323702
