,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
4305,12.5,46399,10.7,1.73,929.350289,53747,674.6959,646.1959,45087.57356,51965.3278,933.2142804,0.139789751,49133.54531,1.024491263,51100.85637,583.9838044,10.62067362,5.23E-12,4.41E-08,0.979302184
4306,13,46399,11.2,1.77,914.6045198,53547,674.6959,644.4959,45087.57356,51779.0093,918.42139,0.135329117,49024.55704,1.023613376,50968.37056,582.4697483,10.45215805,5.29E-12,4.45E-08,0.979630277
4307,13.5,46399,11.7,1.79,901.6502793,53355,674.6959,642.7959,45087.57356,51600.09752,905.4274992,0.133533158,48919.8695,1.023161196,50870.15366,581.3473193,10.30411617,5.32E-12,4.43E-08,0.979918469
4308,14,46399,12.2,1.81,884.438674,53170,674.6959,640.9959,45087.57356,51427.66589,888.159156,0.130841036,48816.77987,1.022703349,50741.41482,579.8760838,10.10742086,5.35E-12,4.43E-08,0.980301465
4309,14.5,46399,12.6,1.83,873.0704918,52991,674.6959,639.0959,45087.57356,51260.78673,876.7544084,0.127251824,48718.60221,1.022041266,50631.54953,578.6205363,9.977504558,5.37E-12,4.43E-08,0.980554411
4310,15,46399,13.1,1.86,864.911828,52818,674.6959,637.2959,45087.57356,51099.46397,868.567716,0.122732208,48626.45102,1.021114736,50513.3762,577.270044,9.884266834,5.41E-12,4.46E-08,0.980735985
4311,15.5,46399,13.6,1.86,854.5526882,52651,674.6959,635.3959,45087.57356,50943.70141,858.1735585,0.120910221,48536.67695,1.020697715,50412.55724,576.1178787,9.765881932,5.39E-12,4.41E-08,0.980966517
4312,4.49,47465,3.59,0.92,1874.158696,58975,674.6959,668.4959,46089.51929,56818.46854,1879.856488,0.201795054,52712.27302,1.041111943,54983.87172,628.3591484,21.41800359,4.54E-12,4.36E-08,0.959212929
4313,4.99,47465,4.02,0.96,1739.685417,58458,674.6959,667.3959,46089.51929,56340.00752,1745.277493,0.194921575,52381.00845,1.038960827,54614.17283,624.1342062,19.88123449,4.50E-12,4.28E-08,0.962132877
4314,5.49,47465,4.46,1.03,1638.017476,57998,674.6959,666.2959,46089.51929,55914.02798,1643.489848,0.188048539,52087.90547,1.036956144,54300.3748,620.5481025,18.71936686,4.59E-12,4.34E-08,0.964341354
4315,5.99,47465,4.91,1.1,1561.783636,57582,674.6959,665.0959,46089.51929,55528.57533,1567.163915,0.181162052,51825.91256,1.034886619,54050.72448,617.695083,17.84816174,4.67E-12,4.41E-08,0.965997391
4316,6.49,47465,5.35,1.13,1468.961062,57202,674.6959,663.8959,46089.51929,55176.29712,1474.185839,0.175056508,51588.44339,1.033323436,53745.19336,614.2034541,16.78737952,4.65E-12,4.33E-08,0.968014727
4317,6.99,47465,5.8,1.19,1407.205882,56851,674.6959,662.5959,46089.51929,54850.74865,1412.313961,0.169842245,51370.43313,1.032013753,53516.02971,611.5845575,16.08163744,4.74E-12,4.38E-08,0.969357156
4318,7.48,47465,6.26,1.23,1345.577236,56524,674.6959,661.2959,46089.51929,54547.32608,1350.565493,0.164575209,51170.46918,1.030626652,53281.86285,608.9084839,15.37734138,4.76E-12,4.37E-08,0.970696907
4319,7.98,47465,6.71,1.28,1303.446875,56220,674.6959,659.8959,46089.51929,54265.12923,1308.346434,0.160164559,50985.5083,1.029305644,53097.32049,606.7995221,14.89587297,4.81E-12,4.40E-08,0.971612929
4320,8.48,47465,7.17,1.33,1258.278195,55934,674.6959,658.4959,46089.51929,53999.53931,1263.073979,0.155781804,50813.42035,1.028359596,52912.81036,604.6909288,14.37968245,4.89E-12,4.43E-08,0.972595202
4321,8.98,47465,7.63,1.35,1221.50963,55664,674.6959,656.9959,46089.51929,53748.71663,1226.222062,0.151354864,50652.89281,1.027215314,52742.47586,602.7443353,13.95948897,4.86E-12,4.37E-08,0.973394774
4322,9.48,47465,8.09,1.39,1191.314388,55407,674.6959,655.5959,46089.51929,53509.88847,1195.950577,0.146059789,50501.92584,1.026131445,52577.10546,600.854472,13.61441585,4.90E-12,4.39E-08,0.974051572
4323,9.98,47465,8.56,1.42,1152.387324,55165,674.6959,653.9959,46089.51929,53284.9264,1156.923049,0.143368683,50361.09816,1.025481661,52406.35836,598.9031634,13.1695549,4.94E-12,4.38E-08,0.974898349
4324,10.5,47465,9.02,1.46,1122.207534,54934,674.6959,652.4959,46089.51929,53070.12348,1126.66454,0.138911089,50227.09228,1.024541549,52247.28343,597.0852451,12.82465837,5.01E-12,4.41E-08,0.975554865
4325,11,47465,9.49,1.48,1101.206757,54712,674.6959,650.8959,46089.51929,52863.62836,1105.605045,0.135347748,50098.72551,1.023832672,52118.36212,595.6119242,12.58466016,5.00E-12,4.38E-08,0.97601179
4326,11.5,47465,9.96,1.51,1078.125828,54502,674.6959,649.1959,46089.51929,52668.23992,1082.460682,0.131750198,49978.66757,1.023028078,51979.54005,594.0254568,12.32088985,5.04E-12,4.39E-08,0.976513952
4327,12,47465,10.4,1.54,1052.777273,54300,674.6959,647.4959,46089.51929,52480.24415,1057.03936,0.129048002,49865.57072,1.022508022,51842.17791,592.4556737,12.03120497,5.10E-12,4.41E-08,0.977065516
4328,12.5,47465,10.9,1.57,1042.05414,54105,674.6959,645.7959,46089.51929,52298.71588,1046.285091,0.12545324,49761.72034,1.021758725,51739.93426,591.2872268,11.90866033,5.14E-12,4.43E-08,0.97729885
4329,13,47465,11.4,1.59,1022.240881,53918,674.6959,644.0959,46089.51929,52124.59135,1026.412774,0.122732208,49659.94709,1.021200453,51613.1126,589.8379008,11.68223315,5.17E-12,4.42E-08,0.977730018
4330,13.5,47465,11.9,1.61,1008.354037,53739,674.6959,642.2959,46089.51929,51957.876,1012.484873,0.120009515,49560.32891,1.020609047,51506.86196,588.6236619,11.52353343,5.20E-12,4.42E-08,0.97803221
4331,14,47465,12.4,1.63,992.4386503,53565,674.6959,640.4959,46089.51929,51795.77997,996.5203196,0.116390541,49465.72385,1.020046643,51388.17664,587.2673186,11.34165139,5.23E-12,4.43E-08,0.978378592
4332,14.5,47465,12.8,1.65,984.549697,53399,674.6959,638.6959,46089.51929,51641.10212,988.605448,0.113652902,49375.12251,1.019441106,51292.75031,586.1767805,11.25149593,5.26E-12,4.44E-08,0.97855032
4333,15,47465,13.3,1.65,973.3545455,53238,674.6959,636.7959,46089.51929,51491.05103,977.3745697,0.110929061,49289.793,1.019034394,51195.41452,585.0644209,11.12355704,5.24E-12,4.40E-08,0.978793995
4334,15.5,47465,13.8,1.68,964.5244048,53082,674.6959,634.8959,46089.51929,51345.62964,968.5166556,0.108178304,49207.44628,1.01846532,51098.99115,583.9624886,11.02264563,5.31E-12,4.44E-08,0.978986184
4335,4.49,48532,3.66,0.83,2005.346988,59110,674.6959,668.2959,47090.97929,56943.35245,2011.312409,0.186353339,53136.39421,1.037078012,55383.67104,632.9280801,22.91723166,4.35E-12,4.27E-08,0.957288796
4336,4.99,48532,4.1,0.88,1898.068182,58613,674.6959,667.2959,47090.97929,56483.48691,1903.967592,0.178593243,52824.2406,1.034821873,55082.79413,629.4896399,21.6912427,4.34E-12,4.26E-08,0.959568316
4337,5.49,48532,4.55,0.94,1802.638298,58170,674.6959,666.0959,47090.97929,56073.33703,1808.456538,0.17162519,52551.325,1.032724806,54806.61962,626.3335002,20.60066398,4.40E-12,4.31E-08,0.96159654
4338,5.99,48532,5,0.99,1694.915152,57771,674.6959,664.8959,47090.97929,55703.72265,1700.600523,0.165494287,52304.38992,1.031263803,54502.96364,622.8633006,19.36959708,4.49E-12,4.33E-08,0.963886915
4339,6.49,48532,5.45,1.04,1629.057692,57407,674.6959,663.6959,47090.97929,55366.36355,1634.652307,0.159348421,52081.81341,1.029595704,54279.18335,620.3059253,18.61697389,4.53E-12,4.36E-08,0.965287358
4340,6.99,48532,5.91,1.07,1545.878505,57072,674.6959,662.3959,47090.97929,55055.74094,1551.335788,0.154926412,51878.81489,1.028571496,54032.10538,617.4823027,17.6663969,4.55E-12,4.32E-08,0.967056625
4341,7.48,48532,6.37,1.12,1497.588393,56761,674.6959,660.9959,47090.97929,54767.25073,1502.961921,0.149612244,51692.65521,1.027158865,53843.08361,615.32215,17.11453446,4.61E-12,4.36E-08,0.968083868
4342,7.98,48532,6.83,1.16,1441.343103,56472,674.6959,659.6959,47090.97929,54499.06349,1446.611333,0.144292665,51520.22031,1.026028049,53642.91435,613.0346031,16.47175975,4.67E-12,4.38E-08,0.9692805
4343,8.48,48532,7.3,1.19,1402.660504,56201,674.6959,658.1959,47090.97929,54247.48822,1407.850386,0.140720099,51360.9913,1.02507076,53490.64776,611.294491,16.02969257,4.69E-12,4.36E-08,0.970103608
4344,8.98,48532,7.76,1.22,1356.845902,55944,674.6959,656.7959,47090.97929,54008.82734,1361.935294,0.137131941,51211.087,1.024261103,53312.22028,609.2554105,15.50612041,4.73E-12,4.36E-08,0.971078637
4345,9.48,48532,8.23,1.26,1322.755556,55703,674.6959,655.2959,47090.97929,53784.95203,1327.765389,0.131768867,51072.39671,1.023224891,53149.98647,607.4013923,15.11653378,4.79E-12,4.40E-08,0.971804252
4346,9.98,48532,8.7,1.28,1294.478125,55475,674.6959,653.6959,47090.97929,53573.08816,1299.425766,0.129959039,50941.38449,1.022682558,53032.26196,606.0560291,14.79337753,4.80E-12,4.37E-08,0.972406058
4347,10.5,48532,9.17,1.3,1256.838462,55258,674.6959,652.0959,47090.97929,53371.38718,1261.690739,0.124561755,50818.81389,1.02179404,52855.63717,604.03755,14.36322908,4.82E-12,4.35E-08,0.973207379
4348,11,48532,9.65,1.35,1238.488889,55050,674.6959,650.4959,47090.97929,53177.99799,1243.295636,0.121842828,50701.32666,1.021126217,52746.16847,602.7865347,14.15352901,4.94E-12,4.44E-08,0.973598008
4349,11.5,48532,10.1,1.35,1213.519259,54853,674.6959,648.8959,47090.97929,52994.78762,1218.260596,0.118204326,50591.20844,1.020366004,52608.25531,601.2104545,13.86817451,4.89E-12,4.37E-08,0.97412964
4350,12,48532,10.6,1.38,1187.004348,54663,674.6959,647.1959,47090.97929,52818.04253,1191.675052,0.11457426,50484.52263,1.019778759,52474.81877,599.6855333,13.56516043,4.96E-12,4.40E-08,0.974694197
4351,12.5,48532,11.1,1.39,1171.6,54481,674.6959,645.4959,47090.97929,52648.69812,1176.229867,0.112751226,50385.60081,1.019382637,52379.44112,598.5955515,13.38911858,4.96E-12,4.37E-08,0.975022183
4352,13,48532,11.6,1.43,1157.95035,54308,674.6959,643.6959,47090.97929,52487.69047,1162.540945,0.10910343,50291.95648,1.018725567,52271.60559,597.3632003,13.23312951,5.06E-12,4.44E-08,0.975312874
4353,13.5,48532,12.1,1.43,1142.426573,54140,674.6959,641.8959,47090.97929,52331.30129,1146.972563,0.107260792,50202.56833,1.018309863,52169.43679,596.1956088,13.05572282,5.04E-12,4.39E-08,0.975643476
4354,14,48532,12.5,1.44,1127.265278,53979,674.6959,640.0959,47090.97929,52181.39602,1131.767581,0.103592418,50115.09546,1.017676144,52058.01564,594.9222809,12.88245858,5.05E-12,4.38E-08,0.975966361
4355,14.5,48532,13,1.46,1115.684247,53824,674.6959,638.1959,47090.97929,52037.04739,1120.152042,0.100838687,50032.71033,1.017236638,51961.77686,593.822458,12.75010983,5.10E-12,4.40E-08,0.976213023
4356,15,48532,13.5,1.47,1105.941497,53674,674.6959,636.3959,47090.97929,51897.32721,1110.380966,0.098069022,49953.90842,1.016700867,51870.36657,592.7778155,12.63876906,5.11E-12,4.40E-08,0.976420517
4357,15.5,48532,14,1.49,1092.49396,53529,674.6959,634.4959,47090.97929,51762.23824,1096.891551,0.095289003,49875.21209,1.01620638,51764.86251,591.5721084,12.48508977,5.18E-12,4.43E-08,0.976706971
4358,4.49,49601,3.73,0.76,2215.605263,59270,674.6959,668.1959,48092.89219,57091.33477,2221.887474,0.169902919,53573.09249,1.032697524,55881.3929,638.6160769,25.32007647,4.15E-12,4.25E-08,0.953800086
4359,4.99,49601,4.18,0.81,2103.209877,58789,674.6959,667.0959,48092.89219,56646.37052,2109.454934,0.161137041,53280.21625,1.030264803,55576.90883,635.1364138,24.03561491,4.16E-12,4.28E-08,0.956137906
4360,5.49,49601,4.64,0.84,1967.047619,58364,674.6959,665.9959,48092.89219,56252.98018,1973.191664,0.156709003,53022.65511,1.029177628,55274.03359,631.6751365,22.47954406,4.19E-12,4.22E-08,0.958971241
4361,5.99,49601,5.09,0.9,1885.467778,57981,674.6959,664.6959,48092.89219,55898.28038,1891.540104,0.149653132,52791.91377,1.027435244,55041.41166,629.0167185,21.54724449,4.30E-12,4.32E-08,0.96066903
4362,6.49,49601,5.55,0.94,1797.693617,57634,674.6959,663.4959,48092.89219,55576.7683,1803.666547,0.14519176,52584.89927,1.026284781,54810.66158,626.379692,20.54415586,4.37E-12,4.34E-08,0.962496193
4363,6.99,49601,6.02,0.98,1729.897959,57315,674.6959,662.1959,48092.89219,55281.07171,1735.771934,0.138944689,52396.32024,1.024857099,54590.61352,623.8649689,19.76938281,4.42E-12,4.36E-08,0.963907932
4364,7.48,49601,6.48,1,1663.89,57020,674.6959,660.7959,48092.89219,55007.51276,1669.658199,0.134468663,52222.59662,1.023950052,54386.94822,621.537469,19.0150397,4.41E-12,4.31E-08,0.965282641
4365,7.98,49601,6.95,1.04,1612.989423,56746,674.6959,659.3959,48092.89219,54753.33346,1618.668812,0.129978662,52063.30205,1.022982007,54213.36828,619.5537866,18.4333447,4.49E-12,4.35E-08,0.966342868
4366,8.48,49601,7.42,1.07,1568.78785,56490,674.6959,657.9959,48092.89219,54515.77014,1574.395711,0.126363469,51916.3235,1.022073123,54064.49131,617.8524112,17.92820634,4.53E-12,4.36E-08,0.967263443
4367,8.98,49601,7.89,1.09,1514.245872,56248,674.6959,656.4959,48092.89219,54291.12572,1519.742709,0.121842828,51777.87086,1.021287247,53875.81662,615.696225,17.30489717,4.56E-12,4.33E-08,0.968399848
4368,9.48,49601,8.36,1.12,1495.739286,56022,674.6959,654.9959,48092.89219,54081.26984,1501.202801,0.118221249,51649.22323,1.020424326,53771.97472,614.5095132,17.09340274,4.59E-12,4.35E-08,0.96878535
4369,9.98,49601,8.84,1.14,1451.855263,55808,674.6959,653.3959,48092.89219,53882.49972,1457.221688,0.11457426,51529.2616,1.019765117,53607.95877,612.6351285,16.59189337,4.63E-12,4.35E-08,0.969699853
4370,10.5,49601,9.32,1.17,1423.042735,55604,674.6959,651.7959,48092.89219,53692.96625,1428.347367,0.110929337,51414.23448,1.019088691,53479.19342,611.16359,16.26262199,4.70E-12,4.38E-08,0.97030024
4371,11,49601,9.8,1.18,1392.855932,55410,674.6959,650.1959,48092.89219,53512.67681,1398.091178,0.109089515,51307.45005,1.018675685,53359.21396,609.7924572,15.9176453,4.71E-12,4.35E-08,0.97092936
4372,11.5,49601,10.3,1.21,1375.143802,55226,674.6959,648.4959,48092.89219,53341.63842,1380.334556,0.104512755,51206.66767,1.017842394,53239.75383,608.4272594,15.71522996,4.77E-12,4.39E-08,0.971298575
4373,12,49601,10.8,1.22,1351.164754,55049,674.6959,646.7959,48092.89219,53177.06811,1356.297137,0.101747849,51111.21337,1.017308222,53123.5887,607.0997169,15.44119589,4.78E-12,4.37E-08,0.971798387
4374,12.5,49601,11.2,1.23,1337.265041,54880,674.6959,645.0959,48092.89219,53019.90046,1342.364122,0.098983759,51017.59996,1.016766062,53028.01372,606.0074799,15.28234909,4.78E-12,4.35E-08,0.972088097
4375,13,49601,11.7,1.25,1313.9376,54719,674.6959,643.2959,48092.89219,52870.14038,1318.975093,0.095289003,50931.35286,1.016187796,52904.37128,604.5944864,15.01576163,4.84E-12,4.38E-08,0.972574428
4376,13.5,49601,12.2,1.26,1300.296825,54564,674.6959,641.4959,48092.89219,52725.93162,1305.300085,0.094354384,50849.64502,1.015921419,52823.83344,603.6740949,14.859874,4.87E-12,4.37E-08,0.972858773
4377,14,49601,12.7,1.26,1287.450794,54414,674.6959,639.6959,48092.89219,52586.34688,1292.418715,0.089725948,50768.63578,1.015210523,52716.7123,602.4499078,14.71306874,4.84E-12,4.34E-08,0.973126617
4378,14.5,49601,13.2,1.27,1272.173228,54271,674.6959,637.7959,48092.89219,52453.25057,1277.097013,0.088794245,50695.56106,1.015084279,52630.7635,601.4676794,14.53847576,4.89E-12,4.34E-08,0.973445203
4379,15,49601,13.7,1.28,1261.296875,54133,674.6959,635.8959,48092.89219,52324.78433,1266.189956,0.086001838,50623.34314,1.014626586,52541.86771,600.4517728,14.41418011,4.92E-12,4.35E-08,0.973671994
4380,15.5,49601,14.2,1.28,1253.386719,53999,674.6959,633.9959,48092.89219,52200.01952,1258.255638,0.083199895,50553.94141,1.014137469,52455.96404,599.4700603,14.32378235,4.91E-12,4.32E-08,0.973836973
4381,4.49,50671,3.8,0.69,2466.507246,59451,674.6959,668.0959,49094.32084,57258.70287,2473.09471,0.154933476,54021.96416,1.028497045,56396.3125,644.5006106,28.18740013,3.91E-12,4.22E-08,0.949625646
4382,4.99,50671,4.26,0.72,2298,58990,674.6959,666.9959,49094.32084,56832.3456,2304.558685,0.147867468,53747.81486,1.027109066,56057.88826,640.633077,26.26168871,3.95E-12,4.18E-08,0.953058548
4383,5.49,50671,4.72,0.77,2204.051948,58583,674.6959,665.7959,49094.32084,56455.71895,2210.57628,0.140725198,53507.63465,1.025189912,55810.35181,637.8042149,25.18804445,4.02E-12,4.26E-08,0.954972872
4384,5.99,50671,5.18,0.8,2083.45,58218,674.6959,664.5959,49094.32084,56117.78902,2089.887484,0.135377835,53293.19993,1.024259104,55550.39165,634.8333738,23.8097978,4.09E-12,4.25E-08,0.957431176
4385,6.49,50671,5.65,0.84,2012.357143,57888,674.6959,663.2959,49094.32084,55812.12564,2018.722857,0.129978662,53100.7996,1.02295905,55348.22806,632.5230356,22.99734415,4.16E-12,4.29E-08,0.958880725
4386,6.99,50671,6.12,0.87,1922.701149,57583,674.6959,661.9959,49094.32084,55529.50215,1928.966514,0.124564908,52924.45737,1.021934088,55120.07989,629.915744,21.97274981,4.22E-12,4.30E-08,0.960708968
4387,7.48,50671,6.59,0.91,1883.813187,57305,674.6959,660.5959,49094.32084,55271.80024,1890.040559,0.120036819,52765.07835,1.020777587,54985.14552,628.3737054,21.52833572,4.28E-12,4.36E-08,0.961501849
4388,7.98,50671,7.06,0.92,1814.304348,57047,674.6959,659.1959,49094.32084,55032.55472,1820.424468,0.116391774,52617.88741,1.020111604,54792.80297,626.1756027,20.73398433,4.28E-12,4.29E-08,0.962919856
4389,8.48,50671,7.54,0.95,1770.2,56806,674.6959,657.6959,49094.32084,54809.00091,1776.262768,0.110929337,52482.23005,1.019025772,54642.67966,624.459984,20.22995707,4.33E-12,4.33E-08,0.963819384
4390,8.98,50671,8.01,0.96,1716.53125,56579,674.6959,656.1959,49094.32084,54598.36949,1722.498011,0.108179494,52354.87206,1.018564646,54481.9014,622.6225999,19.61662722,4.34E-12,4.28E-08,0.964914516
4391,9.48,50671,8.49,0.99,1690.013131,56367,674.6959,654.6959,49094.32084,54401.60022,1695.935307,0.104499714,52236.71007,1.01768518,54363.68752,621.2716443,19.31357649,4.40E-12,4.32E-08,0.96545557
4392,9.98,50671,8.97,1.01,1655.277228,56167,674.6959,653.0959,49094.32084,54215.919,1661.133447,0.100825619,52126.52738,1.017070946,54230.87806,619.7538895,18.91661239,4.44E-12,4.33E-08,0.966164448
4393,10.5,50671,9.46,1.02,1621.098039,55976,674.6959,651.4959,49094.32084,54038.54823,1626.888128,0.098980984,52023.1393,1.016740735,54116.27589,618.4442087,18.52601047,4.47E-12,4.31E-08,0.966861989
4394,11,50671,9.94,1.04,1589.153846,55796,674.6959,649.8959,49094.32084,53871.35209,1594.878991,0.095289003,51926.20388,1.016155871,53989.04839,616.9902448,18.16095022,4.52E-12,4.33E-08,0.967513982
4395,11.5,50671,10.4,1.05,1562.37619,55626,674.6959,648.1959,49094.32084,53713.40857,1568.045,0.092503278,51831.1602,1.015620385,53875.98078,615.6981009,17.85493349,4.54E-12,4.32E-08,0.968060562
4396,12,50671,10.9,1.07,1560.682243,55461,674.6959,646.4959,49094.32084,53560.07691,1566.345219,0.089714655,51743.82077,1.014986926,53799.90833,614.8287402,17.83557495,4.57E-12,4.35E-08,0.968095185
4397,12.5,50671,11.4,1.08,1536.242593,55306,674.6959,644.6959,49094.32084,53416.00799,1541.847706,0.086926938,51661.03864,1.014603526,53690.09099,613.5737407,17.55627709,4.61E-12,4.35E-08,0.968594174
4398,13,50671,11.9,1.09,1522.082569,55157,674.6959,642.8959,49094.32084,53277.48842,1527.657568,0.084125022,51582.65973,1.014070346,53598.569,612.5278216,17.39445544,4.63E-12,4.35E-08,0.968883212
4399,13.5,50671,12.4,1.1,1505.912727,55014,674.6959,641.0959,49094.32084,53144.52145,1511.449226,0.080385637,51507.92955,1.013463678,53497.60208,611.3739653,17.20966548,4.65E-12,4.35E-08,0.969213359
4400,14,50671,12.9,1.11,1489.418919,54876,674.6959,639.2959,49094.32084,53016.18009,1494.912324,0.079440504,51435.11145,1.013276571,53410.59629,610.3796577,17.02117319,4.71E-12,4.37E-08,0.969550198
4401,14.5,50671,13.4,1.11,1479.797297,54745,674.6959,637.3959,49094.32084,52894.32738,1485.264563,0.077568467,51366.81552,1.013008601,53335.81299,609.5250294,16.9112167,4.70E-12,4.34E-08,0.969746713
4402,15,50671,13.9,1.11,1472.558559,54618,674.6959,635.4959,49094.32084,52776.17541,1478.004516,0.074751261,51301.16357,1.012567526,53254.8073,608.5992913,16.82849194,4.70E-12,4.32E-08,0.969894593
4403,15.5,50671,14.4,1.11,1466.672973,54496,674.6959,633.5959,49094.32084,52662.6566,1472.100006,0.071920698,51238.27069,1.012062374,53173.29844,607.6678029,16.76123109,4.69E-12,4.31E-08,0.970014862
4404,4.49,51743,3.87,0.63,2717.936508,59665,674.6959,667.9959,50096.2012,57456.53509,2724.765319,0.138951632,54490.88334,1.024926037,56872.19456,649.9390207,31.06074956,3.76E-12,4.25E-08,0.945609343
4405,4.99,51743,4.33,0.67,2566.656716,59222,674.6959,666.8959,50096.2012,57046.94329,2573.529778,0.131772978,54233.78104,1.023318444,56572.50264,646.5141226,29.33191458,3.84E-12,4.30E-08,0.948628245
4406,5.49,51743,4.8,0.69,2472.275362,58833,674.6959,665.6959,50096.2012,56687.08562,2479.144332,0.126344251,54008.74436,1.02184149,56356.36796,644.0441218,28.25331852,3.80E-12,4.23E-08,0.950512329
4407,5.99,51743,5.27,0.72,2357.027778,58486,674.6959,664.3959,50096.2012,56365.92851,2363.852274,0.120929277,53810.65031,1.020891056,56118.6406,641.3273586,26.93626187,3.88E-12,4.25E-08,0.952813742
4408,6.49,51743,5.74,0.75,2249.12,58172,674.6959,663.0959,50096.2012,56075.18925,2255.880276,0.11457736,53631.58147,1.019807676,55879.7355,638.5971361,25.70308499,3.97E-12,4.28E-08,0.954969035
4409,6.99,51743,6.22,0.77,2205.103896,57885,674.6959,661.7959,50096.2012,55809.34628,2211.832423,0.110916363,53470.21889,1.018822769,55743.76518,637.0432587,25.20006618,3.95E-12,4.26E-08,0.9558483
4410,7.48,51743,6.69,0.8,2122.4125,57622,674.6959,660.3959,50096.2012,55565.64713,2129.065502,0.106335888,53322.63134,1.018019452,55548.60817,634.8129921,24.2550637,4.06E-12,4.31E-08,0.95750046
4411,7.98,51743,7.17,0.8,2061.4,57380,674.6959,658.9959,50096.2012,55341.33331,2067.984624,0.101735715,53187.74875,1.017144505,55379.046,632.875225,23.55780901,3.99E-12,4.20E-08,0.958719732
4412,8.48,51743,7.65,0.84,2008.97619,57154,674.6959,657.4959,50096.2012,55131.78644,2015.503616,0.098971612,53062.95178,1.01662597,55244.70498,631.3399673,22.95870641,4.15E-12,4.32E-08,0.959767336
4413,8.98,51743,8.13,0.85,1980.847059,56942,674.6959,655.9959,50096.2012,54935.16437,1987.332086,0.094343125,52946.98509,1.015665578,55116.1988,629.8713906,22.63724492,4.12E-12,4.28E-08,0.960329685
4414,9.48,51743,8.62,0.88,1930.386364,56745,674.6959,654.3959,50096.2012,54752.40563,1936.801431,0.091566749,52839.32901,1.015264643,54982.30835,628.341282,22.06057692,4.25E-12,4.36E-08,0.961338357
4415,9.98,51743,9.1,0.88,1895.409091,56559,674.6959,652.8959,50096.2012,54579.80867,1901.769181,0.088776216,52738.65101,1.01476309,54864.28489,626.9925026,21.66085445,4.22E-12,4.29E-08,0.962037657
4416,10.5,51743,9.59,0.89,1873.988764,56382,674.6959,651.1959,50096.2012,54415.52436,1880.31753,0.08505202,52642.91921,1.014093031,54759.52795,625.7953337,21.4160616,4.22E-12,4.28E-08,0.962465866
4417,11,51743,10.1,0.91,1835.56044,56216,674.6959,649.5959,50096.2012,54261.41537,1841.820384,0.08224628,52554.967,1.013655725,54636.25727,624.3865885,20.97690029,4.31E-12,4.33E-08,0.96323433
4418,11.5,51743,10.6,0.92,1815,56058,674.6959,647.8959,50096.2012,54114.70235,1821.226853,0.080369424,52471.42483,1.013266423,54547.68742,623.3744068,20.74193429,4.34E-12,4.33E-08,0.96364541
4419,12,51743,11.1,0.92,1795.73913,55907,674.6959,646.0959,50096.2012,53974.46102,1801.928732,0.077555061,52392.00905,1.012787764,54450.7913,622.2670718,20.52181986,4.33E-12,4.29E-08,0.964030631
4420,12.5,51743,11.5,0.92,1779.108696,55764,674.6959,644.3959,50096.2012,53841.62422,1785.264457,0.073792771,52315.92685,1.012155602,54349.97605,621.1149487,20.33176621,4.30E-12,4.26E-08,0.964363277
4421,13,51743,12,0.94,1754.670213,55628,674.6959,642.5959,50096.2012,53715.26693,1760.774613,0.073792771,52243.67466,1.012212096,54272.65883,620.2313626,20.05248168,4.43E-12,4.32E-08,0.964852133
4422,13.5,51743,12.5,0.94,1743.595745,55497,674.6959,640.7959,50096.2012,53593.53391,1749.674537,0.069080557,52175.77682,1.011503795,54175.11263,619.1165986,19.92592197,4.40E-12,4.30E-08,0.965073708
4423,14,51743,13,0.94,1734.425532,55372,674.6959,638.8959,50096.2012,53477.35703,1740.481294,0.068127722,52111.4468,1.01126928,54105.75539,618.3239797,19.8211242,4.41E-12,4.27E-08,0.96525722
4424,14.5,51743,13.5,0.94,1727.340426,55253,674.6959,636.9959,50096.2012,53366.73902,1733.376157,0.066234628,52049.95517,1.010968305,54035.41124,617.5200823,19.74015515,4.41E-12,4.26E-08,0.96539905
4425,15,51743,14,0.95,1715.389474,55137,674.6959,635.0959,50096.2012,53258.89313,1721.391711,0.063392486,51990.85617,1.010606343,53952.33538,616.5706861,19.60357892,4.47E-12,4.29E-08,0.965638279
4426,15.5,51743,14.5,0.95,1712.526316,55027,674.6959,633.0959,50096.2012,53156.61038,1718.515552,0.062440649,51934.81501,1.010435021,53894.3292,615.9077878,19.57085858,4.48E-12,4.28E-08,0.965695691
4427,3.99,52816,3.46,0.53,3210.943396,60401,674.6959,668.9959,51097.59876,58136.51285,3217.801963,0.132643437,55258.83302,1.023213636,57710.46647,659.5188449,36.69486333,3.43E-12,4.17E-08,0.937026357
4428,4.49,52816,3.93,0.56,3045.5,59912,674.6959,667.8959,51097.59876,57684.80616,3052.564288,0.124527837,54979.826,1.021312004,57412.64715,656.1153469,34.80416578,3.46E-12,4.18E-08,0.940260123
4429,4.99,52816,4.4,0.59,2893.711864,59490,674.6959,666.6959,51097.59876,57294.76048,2900.830938,0.118185906,54741.92131,1.02009381,57135.66408,652.9499669,33.06952141,3.54E-12,4.21E-08,0.943229604
